,status_id,std_sentiment,comment_count,replies,student,learn,year,school,father,daughter,husband,age,college,young,chance,lesson,skill,teacher,program,achieve,degree,education,educator,key,complete,graduate,teach,opportunity,need,world,help,change,fight,core,ability,grow,better,accomplish,succeed,travel,accept,seek,desire,forgiveness,fate,care,people,war,kill,bad,america,issue,blame,action,fact,government,hurt,fix,victim,murder,treat,negative,innocent,poverty,trouble,politician,tired,trauma,poor,pay,rich,price,kid,child,marriage,teacher.1,parent,dad,raise,wife,mom,father.1,mother,father.2,brother,sister,son,daughter.1,work,hard,employee,manager,god,church,bible,right,hope,amazing,soul,grace,union,bless,jesus,religion,doctor,health,mental,illness,tumor,nurse,surgery,cancer,medication,disease,median_sentiment
105,102099916530784_1190246804382751,0.279978496119,3864,1378,17,28,27,34,3,2,58,2,25,15,4,10,21,6,2,6,2,12,0,4,4,7,4,14,155,64,101,19,2,1,3,7,55,1,5,3,9,1,2,0,0,26,531,0,4,24,5,13,0,1,18,3,6,0,0,0,13,4,2,4,2,0,0,1,7,218,7,22,28,35,13,6,2,5,2,38,7,3,4,3,7,2,11,2,939,82,1,4,34,7,1,176,67,40,6,1,24,13,21,0,10,4,1,0,0,4,0,1,0,0,0.055
106,102099916530784_1190976560976442,0.334330756285,18365,3444,2,22,148,12,16,7,15,193,8,97,13,13,0,1,5,19,2,0,0,15,7,0,10,3,195,48,54,87,12,2,4,46,133,8,1,1,6,1,9,1,0,24,165,0,6,79,2,4,1,1,12,0,12,1,1,0,1,5,1,0,15,0,8,2,12,7,9,5,10,3,21,1,1,60,0,7,12,16,5,16,11,3,11,7,76,71,0,0,266,5,0,151,333,512,22,16,0,292,8,0,15,42,20,1,1,4,8,7,0,13,0.0
107,102099916530784_1191592604248171,0.275550898592,5911,2107,1,129,33,11,62,19,134,17,3,25,26,96,2,2,0,3,1,0,0,21,16,0,7,11,200,62,60,65,15,5,13,39,176,0,3,2,19,27,18,17,0,58,637,2,7,126,2,14,50,9,32,0,69,15,9,1,26,12,7,0,3,0,16,1,28,12,5,7,6,22,388,2,58,44,11,543,39,62,45,62,10,12,21,19,172,137,3,0,68,3,4,151,172,42,30,9,6,20,8,1,1,10,5,3,0,2,0,3,1,2,0.0
108,102099916530784_1191777364229695,0.307391171784,12042,3335,9,136,84,138,437,246,64,58,97,211,80,24,3,9,4,48,23,50,0,16,27,20,36,21,467,201,413,126,50,6,44,88,515,37,76,2,101,27,15,407,1,219,1497,4,24,267,3,42,97,9,136,2,217,18,48,1,48,102,10,6,11,0,10,23,39,26,2,2,46,414,21,9,557,291,85,23,956,437,1817,437,367,142,89,246,257,419,0,0,336,3,7,477,523,306,64,43,1,188,17,3,12,143,794,800,1,4,0,49,31,93,0.0333333333333
109,102099916530784_1191861037554661,0.35796140754,5155,949,8,65,22,28,36,9,569,6,20,12,54,4,6,7,5,5,10,11,0,5,7,5,12,52,126,128,84,38,7,2,6,9,123,4,18,14,3,3,6,0,1,31,449,36,8,36,380,5,2,5,21,59,3,2,3,2,6,3,6,6,2,0,7,1,10,18,1,7,8,27,1,7,1,26,1,17,38,36,46,36,7,12,10,9,201,148,1,2,191,6,1,79,355,103,11,2,19,172,3,6,2,5,1,0,0,2,0,4,0,2,0.1
110,102099916530784_1191871940886904,0.275172388493,8577,2781,34,47,98,158,38,42,46,25,67,28,14,3,2,35,2,1,10,3,2,8,7,4,10,8,82,61,44,28,2,1,10,14,103,0,0,1,2,2,1,0,0,28,155,2,9,38,0,4,2,7,9,0,20,15,0,1,0,2,6,1,4,0,3,1,16,10,4,10,12,25,9,35,5,52,0,17,68,38,13,38,19,15,29,42,91,88,0,0,24,5,0,152,281,55,44,24,1,9,2,0,1,7,1,0,0,3,1,2,0,0,0.0
111,102099916530784_1193058767434888,0.335048375105,3433,1126,10,9,37,248,1,34,4,11,32,16,5,1,3,29,7,2,6,4,0,1,3,3,2,5,28,69,15,14,1,0,1,7,29,0,1,0,2,3,1,0,0,14,201,0,1,7,1,0,0,1,5,0,4,3,0,0,0,1,1,0,1,0,0,0,2,7,3,3,107,14,0,29,1,3,1,1,19,1,8,1,0,12,20,34,40,23,0,1,24,0,0,30,29,39,10,9,0,7,1,1,1,1,1,0,0,0,0,1,0,1,0.0
112,102099916530784_1193840837356681,0.348109751797,3180,455,1,4,7,11,0,2,0,4,8,9,0,3,0,4,0,4,3,1,0,3,0,0,2,4,102,140,47,30,1,0,4,28,59,0,0,1,2,0,2,0,0,7,141,0,3,7,3,2,0,1,4,0,1,2,0,0,0,1,2,0,1,0,1,0,1,10,2,2,1,3,0,4,0,2,2,1,10,0,1,0,0,5,1,2,175,5,0,1,15,1,0,45,24,24,3,4,0,5,2,0,2,2,1,0,0,3,1,1,0,0,0.0484375
113,102099916530784_1193888780685220,0.333249467436,7795,1454,0,70,74,9,26,18,256,10,3,28,24,31,2,3,1,2,4,1,0,7,38,2,6,6,127,141,114,37,47,0,12,23,206,4,2,6,17,8,5,0,4,96,290,12,9,48,2,9,6,4,21,0,17,10,0,0,13,16,4,1,5,0,4,1,5,6,3,3,3,16,24,3,1,40,3,1208,109,26,57,26,58,29,17,18,61,87,0,2,2351,12,39,251,415,124,35,46,0,870,114,54,20,83,6,25,8,10,20,706,2,43,0.0
114,102099916530784_1194424223965009,0.272181141475,5761,2604,2,66,49,15,17,9,184,27,0,106,28,25,1,3,3,0,2,1,0,18,8,1,13,6,159,92,61,241,39,1,4,90,188,0,1,0,22,10,8,8,0,104,855,4,9,204,4,41,161,10,89,3,42,23,77,4,34,20,18,0,3,0,26,0,40,12,2,1,13,37,676,3,5,21,4,626,16,17,18,17,12,5,108,9,203,136,0,1,28,6,1,328,174,31,13,2,3,8,3,3,1,6,14,2,0,2,0,3,0,0,0.0
115,102099916530784_1194440753963356,0.308099538279,17564,3683,3,11,161,44,19,38,234,42,73,104,22,1,0,2,0,0,3,3,0,8,0,10,1,16,128,348,21,20,0,0,4,76,69,1,0,362,5,2,1,0,2,27,158,3,8,16,7,4,0,1,4,2,2,3,0,0,3,1,4,0,3,0,5,1,3,13,26,3,28,37,60,2,21,282,14,38,148,19,27,19,8,14,124,38,61,62,0,1,89,2,0,145,293,161,6,8,2,53,10,0,2,30,0,0,0,1,0,13,0,1,0.0
116,102099916530784_1195197283887703,0.35361150258,5295,1433,1,2,39,21,0,6,97,5,1,11,2,0,0,0,3,0,0,0,0,2,2,0,1,8,42,41,12,7,1,0,0,4,29,0,0,2,2,0,0,1,1,1,96,3,8,10,5,0,0,0,2,0,0,1,0,0,0,0,8,0,0,0,2,0,1,6,0,2,9,6,53,0,1,3,2,12,5,0,2,0,6,5,74,6,16,3,0,0,33,12,1,54,60,80,12,9,4,8,2,0,0,2,0,0,0,0,0,0,0,0,0.0
117,102099916530784_1196403870433711,0.294602972539,2775,579,3,14,29,27,12,14,6,10,4,23,4,3,0,8,3,2,0,9,0,2,3,0,33,4,34,106,18,18,7,0,1,28,44,2,0,5,1,3,1,2,0,7,331,6,12,82,9,3,2,8,13,5,2,5,0,1,5,29,2,1,3,1,0,0,6,10,7,2,13,19,1,8,23,35,9,3,3,12,3,12,13,4,20,14,31,12,0,0,15,2,1,114,48,7,3,6,2,1,3,3,1,2,1,0,0,0,0,0,0,0,0.0
118,102099916530784_1197130730361025,0.273776855335,8890,3267,1,18,53,32,7,7,24,19,17,50,15,1,1,1,4,5,9,30,0,14,5,2,9,6,255,214,163,44,19,2,7,32,115,1,3,5,5,4,2,0,0,59,1113,68,50,179,28,37,30,3,64,54,13,14,4,6,23,45,8,5,6,1,10,5,22,15,21,4,17,27,2,1,5,14,2,6,22,7,18,7,119,31,64,7,176,44,0,1,46,1,1,168,53,39,10,9,0,13,9,3,28,148,230,129,4,5,4,95,43,19,0.0
119,102099916530784_1197140800360018,0.302165016164,3546,966,0,29,14,8,8,4,10,85,9,22,13,0,2,1,2,1,1,1,0,8,3,0,3,10,108,54,60,67,2,0,3,6,44,4,0,6,7,14,10,2,1,26,494,1,1,24,5,6,3,1,17,0,23,23,2,0,3,6,6,1,5,0,4,0,17,8,1,2,13,11,10,1,1,8,1,9,18,8,20,8,13,1,39,4,107,56,0,1,65,52,3,113,243,8,46,3,0,42,14,4,1,5,0,1,0,0,0,3,0,0,0.0
120,102099916530784_1197747470299351,0.315171933664,8882,1565,0,41,91,22,1,1,12,7,6,15,10,12,7,31,6,2,4,7,1,5,2,2,15,16,233,76,26,19,3,1,11,95,129,2,1,22,2,1,5,0,0,16,200,1,3,12,3,4,0,5,12,0,1,2,1,0,1,0,0,2,0,0,6,0,1,27,7,3,4,7,1,31,3,16,2,12,6,1,1,1,11,3,31,1,119,41,1,3,48,4,0,151,102,70,66,11,0,19,4,2,3,5,5,0,0,2,1,2,0,0,0.0
121,102099916530784_1197933023614129,0.282969412924,3801,1484,5,54,19,13,7,19,8,8,3,9,8,3,5,12,1,3,12,17,3,6,15,3,15,14,126,108,30,20,6,3,22,8,74,2,1,1,11,8,51,1,0,139,1400,1,0,52,2,5,3,2,64,0,40,3,0,2,1,51,1,0,9,1,12,0,36,3,6,1,13,56,1,12,14,4,4,5,10,7,22,7,24,13,144,19,77,36,0,0,21,2,0,108,50,50,21,8,2,2,4,4,2,7,14,5,0,1,0,7,1,4,0.0
122,102099916530784_1198388643568567,0.397328898153,20844,2188,18,52,104,137,19,43,29,23,116,273,61,52,16,11,7,34,155,37,0,43,8,50,19,143,230,178,83,25,13,2,11,9,123,8,68,9,12,19,19,1,8,28,614,1,4,39,39,5,8,40,23,5,5,1,8,0,6,10,1,0,3,0,6,0,4,86,3,3,10,17,3,11,17,124,3,9,44,19,17,19,7,44,104,43,902,419,43,35,339,2,1,311,439,363,9,19,1,173,10,0,2,5,1,0,0,9,1,0,0,1,0.2
123,102099916530784_1199103333497098,0.31994813344,6620,1690,12,95,56,58,14,67,34,8,25,27,23,25,14,131,3,9,42,40,3,16,5,4,33,47,170,122,115,77,20,1,19,12,266,1,70,6,7,5,3,1,0,35,892,2,2,47,133,8,3,3,25,8,10,2,4,1,11,9,0,1,5,1,3,0,33,56,85,11,8,24,1,131,0,14,4,15,19,14,19,14,28,4,74,67,332,337,4,5,105,1,2,153,203,85,9,5,0,77,1,1,2,4,0,1,0,4,1,0,0,0,0.05
124,102099916530784_1199324020141696,0.350176047216,5018,1256,3,15,42,29,16,24,55,21,4,28,17,2,3,4,2,8,9,5,1,1,8,0,7,7,166,90,65,20,1,2,12,21,71,3,48,6,7,3,5,1,0,97,522,5,37,148,13,13,2,0,52,4,3,4,1,0,2,14,0,0,3,0,4,1,8,15,1,3,32,23,7,4,27,32,28,46,230,16,105,16,1,39,31,24,216,133,2,3,34,1,0,115,185,62,4,4,0,15,6,0,4,67,4,2,2,7,1,101,3,11,0.0
125,102099916530784_1199952083412223,0.284877941837,3466,909,7,41,67,139,3,3,12,35,206,121,15,1,6,8,22,11,39,26,0,7,3,8,11,16,259,123,557,136,21,3,13,28,192,7,5,7,18,99,3,1,0,40,350,1,5,53,8,15,6,5,18,1,14,13,0,0,14,9,1,0,6,0,12,2,7,28,8,6,27,21,2,8,4,7,3,9,8,3,14,3,36,3,91,3,505,162,1,1,46,5,2,154,230,35,21,1,2,27,8,0,87,47,51,28,0,2,1,2,83,26,0.0704166666667
126,102099916530784_1200857533321678,0.369504577547,16126,2850,78,32,151,340,2148,1011,110,62,157,79,35,5,0,5,8,22,39,125,0,1,7,44,19,16,160,280,213,18,9,4,3,23,99,7,12,30,5,5,9,0,2,176,238,0,7,40,33,3,2,5,25,13,10,1,1,4,15,4,1,0,8,0,7,1,24,156,12,3,44,313,8,5,483,3850,13,99,173,2148,73,2148,52,89,176,1011,297,164,1,3,401,1,0,247,266,608,18,9,2,392,1,2,12,36,3,3,0,1,3,11,1,5,0.323571428572
127,102099916530784_1201901579883940,0.328380511189,8352,1870,40,49,56,137,6,4,22,56,70,855,13,5,8,40,38,55,64,48,2,6,8,9,36,18,348,538,382,202,6,10,3,33,204,23,41,7,4,8,37,0,0,17,453,14,7,23,32,5,1,2,18,12,3,5,0,0,1,2,4,2,6,1,1,1,9,15,15,9,972,96,2,40,3,12,9,7,19,6,5,6,15,5,118,4,161,105,2,0,140,0,0,161,381,236,37,5,0,162,4,2,6,7,6,0,0,13,1,5,0,0,0.0375
128,102099916530784_1201901933217238,0.343499770358,4062,790,2,26,18,13,31,20,9,18,8,114,6,0,2,6,3,0,0,3,0,5,2,1,25,4,90,96,37,27,2,0,0,31,52,2,0,6,2,1,2,0,0,39,176,1,4,18,3,1,1,1,8,0,1,0,0,0,2,3,2,0,1,0,3,0,1,7,0,2,110,140,2,6,37,33,30,5,66,31,36,31,96,110,92,20,52,13,0,0,45,2,0,45,50,72,8,1,0,48,2,2,0,1,1,0,0,1,0,1,0,1,0.269722222222
129,102099916530784_1202555913151840,0.260987522174,3650,1287,6,35,24,29,3,10,7,59,26,126,18,10,0,2,2,1,1,20,0,3,3,1,14,7,126,528,63,233,85,2,5,20,147,3,0,0,7,4,10,0,0,136,549,142,10,35,47,17,15,16,23,21,8,6,0,0,3,13,4,5,1,1,8,0,13,10,9,1,12,26,4,2,5,5,14,7,14,3,16,3,2,16,107,10,73,40,0,0,47,1,1,144,106,14,7,1,1,5,3,11,1,6,3,0,0,0,0,8,0,0,0.0
130,102099916530784_1203289613078470,0.375846757848,26503,4453,152,264,496,1964,38,71,106,644,1193,282,52,36,6,158,103,100,715,888,21,44,74,184,61,87,525,288,242,332,23,3,25,68,432,64,53,12,6,14,43,0,1,96,969,9,6,71,60,4,9,8,53,17,7,3,0,0,11,16,0,7,5,0,109,1,17,97,10,7,45,114,20,158,129,76,46,62,189,38,90,38,135,33,165,71,1116,569,9,13,940,10,3,441,622,992,36,10,3,798,20,2,19,51,15,10,0,75,0,8,0,0,0.2
131,102099916530784_1203297343077697,0.35050936835,13029,1627,5,34,23,132,41,12,195,18,73,23,4,15,1,20,3,24,36,53,0,11,11,8,15,3,152,93,109,36,4,1,9,43,555,4,13,3,16,8,6,0,1,63,260,3,3,20,3,5,0,2,23,0,5,2,2,0,5,2,2,0,0,0,3,0,8,13,13,5,3,10,221,20,20,35,15,383,24,41,16,41,26,5,113,12,215,67,1,0,179,1,1,201,134,366,25,9,4,156,5,1,2,5,3,1,0,3,1,1,0,0,0.35
132,102099916530784_1204521376288627,0.307903120602,4307,1651,11,26,32,52,0,30,7,8,43,44,13,1,9,3,29,14,23,8,1,4,1,6,6,36,84,63,33,17,3,2,10,9,31,2,15,1,2,1,2,0,0,11,333,0,3,16,2,3,0,1,12,1,2,0,0,0,0,2,1,0,2,0,2,2,1,15,1,1,2,3,1,3,0,3,3,6,7,0,9,0,2,14,87,30,241,82,2,6,13,0,0,73,79,75,4,9,0,7,2,1,2,0,0,0,0,4,1,1,0,0,0.0
133,102099916530784_1204545252952906,0.293018321389,10219,2633,17,71,36,69,6,16,8,45,23,68,8,16,5,25,6,11,18,6,0,21,6,6,19,7,145,317,35,48,6,4,21,61,129,6,6,6,25,7,8,0,1,36,791,5,5,105,8,7,14,4,31,1,6,0,1,0,6,13,3,1,2,1,3,0,5,10,6,16,11,17,3,25,5,7,3,3,11,6,9,6,8,4,111,16,141,71,0,1,62,3,1,209,69,119,49,16,1,13,13,4,3,14,10,2,0,4,1,5,1,2,0.0
134,102099916530784_1205267119547386,0.321687609955,3747,1024,7,29,44,78,17,44,16,31,59,84,13,8,1,3,5,47,37,24,0,9,10,5,6,15,127,70,87,21,7,1,3,5,71,11,14,23,12,6,5,0,0,42,153,3,5,19,8,5,5,2,10,3,1,3,4,0,6,9,0,0,1,0,12,0,6,19,2,0,51,245,5,3,22,8,31,4,109,17,94,17,1,23,203,44,214,148,1,5,75,0,1,86,83,145,13,3,0,29,4,0,0,18,6,1,2,5,0,9,0,0,0.132482993197
135,102099916530784_1206051189468979,0.316600030252,3474,740,2,7,8,11,20,5,3,4,11,5,5,0,0,5,6,0,2,6,0,2,0,0,6,2,218,175,80,6,14,0,1,8,31,1,0,0,2,2,2,1,1,16,182,6,5,12,3,2,0,5,6,2,2,3,0,1,4,2,0,0,3,0,3,1,2,3,2,4,4,5,0,5,1,18,6,2,2,20,13,20,1059,379,4,5,63,5,0,1,46,1,0,149,37,14,14,6,3,53,8,8,3,7,2,1,0,0,2,3,0,0,0.0
136,102099916530784_1206717406069024,0.329352119364,2752,694,1,29,86,21,3,29,6,32,7,28,4,10,3,39,9,0,0,4,0,3,0,0,63,1,68,40,23,3,5,1,4,7,27,0,1,0,3,1,0,0,0,14,71,6,12,19,19,3,3,3,4,2,6,0,0,1,0,1,1,0,3,0,1,0,12,6,4,0,26,10,0,39,8,11,3,2,10,3,4,3,3,2,37,29,44,12,0,6,9,5,0,31,21,25,3,2,0,13,4,0,0,7,0,0,0,1,1,3,0,0,0.0
137,102099916530784_1207382856002479,0.29439883496,103407,33020,95,436,727,401,237,211,208,221,265,400,418,55,21,66,118,75,89,434,7,92,262,17,175,182,3656,7795,1489,1464,572,131,153,245,2562,58,62,83,241,112,98,29,28,1336,18621,1435,710,1756,7513,546,605,233,1233,1295,272,268,153,226,118,270,358,101,325,467,628,7,547,812,440,94,107,275,59,66,26,68,216,208,84,237,199,237,238,105,246,211,1525,873,17,14,2759,141,302,4505,2824,518,192,103,74,748,355,1849,45,188,112,23,6,9,12,86,5,49,0.0
138,102099916530784_1208390939235004,0.314731712505,7165,2177,13,19,66,29,7,13,19,18,12,49,29,6,0,4,1,7,2,30,0,10,12,1,8,12,283,577,68,74,33,6,13,21,150,4,2,37,12,8,3,2,3,77,1328,46,28,79,341,132,24,22,88,56,18,2,5,8,7,17,14,9,18,27,27,0,31,46,34,7,16,16,7,4,1,9,15,10,7,7,12,7,7,4,16,13,135,43,1,2,109,4,1,409,274,101,19,7,1,53,7,36,4,5,3,0,0,0,1,5,0,1,0.0
139,102099916530784_1208937945846970,0.360231717724,5180,1230,4,13,25,7,6,1,55,32,3,25,18,8,3,0,5,2,0,1,0,6,2,0,1,8,60,73,21,20,2,1,0,3,32,2,0,24,4,2,3,0,6,7,199,1,16,20,3,2,2,1,3,2,3,0,0,0,1,4,0,0,2,0,4,0,2,3,4,2,3,4,14,0,1,14,2,115,12,6,16,6,9,6,14,1,49,30,0,0,95,1,0,80,135,54,30,19,0,75,1,1,4,16,2,2,0,1,1,2,0,1,0.2
140,102099916530784_1210688669005231,0.313412725341,16651,2464,18,122,380,156,32,66,142,299,87,252,126,18,26,20,14,59,154,32,1,28,44,14,24,123,638,410,280,1105,87,10,18,167,767,25,86,65,33,50,42,2,11,109,591,6,32,155,16,11,2,23,76,11,18,11,1,0,5,32,0,2,8,0,23,2,13,67,5,5,38,62,127,20,8,17,9,25,71,32,42,32,7,130,54,66,578,473,5,9,689,17,19,1072,591,340,118,24,4,161,86,5,6,40,10,7,1,14,2,11,1,1,0.128888888889
141,102099916530784_1211429782264453,0.29126273346,2372,573,3,5,7,1,1,10,0,3,0,5,5,0,0,1,0,0,0,2,0,1,0,0,0,0,20,32,10,3,0,0,0,2,23,1,0,0,0,0,0,0,0,5,37,7,12,2,2,0,0,0,0,14,0,1,0,0,2,0,2,0,1,1,1,0,1,0,2,1,15,17,0,1,0,1,0,0,6,1,3,1,2,5,0,10,10,5,0,0,12,3,0,21,16,2,2,6,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0.0
142,102099916530784_1211970315543733,0.331948789058,4825,1362,42,121,59,326,0,64,4,60,3,147,119,55,5,571,4,0,0,18,3,8,2,0,112,9,140,73,91,23,52,2,5,48,101,0,0,1,8,5,0,0,0,40,270,1,12,96,6,27,20,19,22,1,100,6,58,0,8,11,8,0,175,0,5,1,46,13,1,1,768,330,0,571,37,20,14,1,292,0,40,0,16,11,143,64,69,79,0,0,28,0,1,209,110,11,4,10,0,20,7,1,0,0,9,1,0,4,0,2,0,1,0.0
143,102099916530784_1212695765471188,0.318513522949,7628,2355,11,61,75,12,10,4,21,10,13,27,6,6,1,0,2,2,2,8,0,7,10,0,3,11,285,92,75,109,11,1,3,6,63,0,0,1,10,4,1,1,1,68,812,4,19,121,64,49,12,14,40,33,9,33,8,1,6,2,3,5,15,1,6,0,41,343,57,14,13,15,0,0,1,14,7,5,22,10,17,10,6,7,9,4,179,99,0,19,30,0,0,231,47,51,6,3,2,4,6,0,0,7,7,3,0,1,0,2,0,0,0.0
144,102099916530784_1213050368769061,0.318883763325,6120,1606,3,6,14,5,6,49,7,21,0,18,3,2,0,2,0,0,0,0,0,2,2,0,0,2,60,19,6,3,0,0,0,6,18,0,0,0,1,2,0,1,0,1,19,0,9,7,0,0,3,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,4,3,4,3,76,65,1,2,2,15,0,3,7,6,3,6,4,7,9,49,9,7,0,0,29,0,0,56,71,18,4,4,0,14,1,0,0,0,0,1,0,0,0,1,0,0,0.0
145,102099916530784_1213776242029807,0.326328921487,5415,1481,11,13,21,48,2,10,51,4,29,46,16,2,4,18,3,10,169,10,1,7,6,16,21,12,100,85,39,14,2,2,5,6,52,1,13,7,4,1,2,0,2,10,367,1,9,17,1,2,0,110,7,0,3,0,1,0,1,4,1,0,0,0,1,0,5,12,7,5,11,5,19,18,0,6,2,449,10,2,3,2,19,5,10,10,112,45,0,6,37,0,0,101,145,68,8,6,0,21,2,0,1,2,5,1,0,0,1,1,1,0,0.00964285714286
146,102099916530784_1215847398489358,0.280542993711,2223,524,15,83,23,40,5,3,9,54,25,34,12,5,8,21,2,1,18,13,1,5,2,1,13,3,46,69,34,132,13,3,0,2,34,0,3,0,6,2,3,0,3,18,175,2,19,15,6,1,2,2,7,5,5,3,1,0,0,3,1,1,4,0,1,0,9,25,4,1,16,1,1,21,1,8,6,1,9,5,7,5,17,1,1,3,112,42,3,3,8,0,0,70,21,4,9,2,4,3,0,0,0,14,2,3,0,0,3,1,1,0,0.0
147,102099916530784_1215856068488491,0.292311071082,5915,1798,13,45,11,17,20,14,6,13,2,128,19,3,0,5,1,1,1,6,0,5,7,0,9,13,238,117,91,123,6,3,9,13,126,0,1,0,24,32,3,5,21,31,606,4,37,106,13,19,2,4,45,1,29,2,4,4,9,30,5,1,40,0,3,0,32,17,4,1,43,19,1,5,3,6,1,9,23,20,11,20,39,8,37,14,50,28,0,0,981,808,133,208,156,30,29,18,0,82,215,148,4,2,7,3,0,0,3,7,0,1,0.0
148,102099916530784_1217753664965398,0.278592750653,10876,3899,3,62,70,32,17,15,29,16,7,38,57,15,0,19,15,1,12,44,0,11,17,1,15,18,347,223,371,135,52,4,25,20,230,2,1,4,23,26,8,32,8,107,2084,102,58,301,60,114,47,21,192,16,47,22,20,64,43,36,52,12,14,3,9,23,84,38,10,22,18,27,6,19,3,16,5,583,14,17,30,17,56,16,28,15,208,233,6,0,432,11,5,351,321,106,95,30,5,290,56,6,35,74,89,54,2,20,15,104,32,469,0.0
149,102099916530784_1218045011602930,0.339032370914,3368,556,2,47,8,1,43,61,6,6,0,14,9,3,0,4,1,0,0,4,0,1,4,0,69,3,51,90,15,30,0,1,2,27,34,0,0,12,0,0,0,5,0,11,105,0,2,8,0,0,1,0,2,0,2,0,0,1,2,2,50,0,0,0,0,0,3,4,4,0,13,99,2,4,30,100,2,2,12,43,10,43,3,1,14,61,12,11,0,0,57,0,0,41,29,33,14,6,0,43,0,0,0,0,2,0,0,0,0,1,0,0,0.0588169642857
150,102099916530784_1218969031510528,0.288704291777,11049,2360,0,7,29,6,5,1,7,27,0,94,6,0,0,1,1,0,1,0,0,1,0,0,14,1,74,30,11,7,1,0,0,8,46,1,0,12,2,0,0,0,0,5,37,2,5,13,1,1,4,2,2,0,1,3,0,0,1,1,3,1,2,0,0,0,14,0,4,4,232,111,0,1,3,4,1,4,9,5,13,5,9,1,89,1,19,9,0,0,58,13,0,59,27,23,4,12,0,27,3,0,1,2,1,1,0,1,0,3,0,0,0.0
151,102099916530784_1219256114815153,0.341187418353,13066,3498,0,10,40,7,14,6,328,25,1,10,6,13,0,0,1,1,1,1,0,2,5,0,2,2,147,39,32,10,3,0,0,28,78,0,0,12,12,0,2,1,12,24,175,2,4,25,1,2,8,0,19,0,6,6,0,0,7,11,3,1,2,1,2,0,11,16,8,1,3,4,38,0,0,12,2,84,15,14,16,14,14,7,9,6,22,25,0,0,56,6,3,139,94,144,21,15,2,21,8,0,2,2,1,1,0,0,0,1,0,0,0.0
152,102099916530784_1219909108083187,0.283099910579,18208,6256,3,11,87,8,6,4,6,31,4,22,9,2,0,1,1,1,3,8,0,9,4,1,2,8,432,73,15,22,9,0,4,23,70,0,1,15,2,0,1,0,1,303,662,4,7,57,9,3,1,4,25,1,15,2,0,5,15,10,11,3,1,0,3,1,26,12,16,13,5,4,0,1,0,14,6,4,6,6,7,6,2,2,5,4,42,26,0,0,55,8,1,207,72,56,27,23,0,10,6,1,2,2,3,0,0,7,1,0,2,0,0.0
153,102099916530784_1220209461386485,0.348607146704,1364,450,0,2,9,1,4,21,3,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,27,20,10,2,0,0,2,3,6,0,0,13,2,0,1,0,0,3,65,5,1,4,2,0,1,0,3,0,2,0,0,0,0,0,14,4,1,0,2,0,5,3,0,1,12,16,0,0,2,1,0,0,26,4,11,4,0,9,2,21,3,4,0,1,14,1,0,15,15,8,1,0,0,8,0,4,0,0,0,0,0,0,3,0,0,0,0.0
154,102099916530784_1221276191279812,0.380460592563,12086,2491,14,25,21,27,28,303,27,23,19,42,27,9,0,6,9,4,3,52,0,4,5,3,8,27,224,475,119,39,1,1,5,24,88,1,5,0,16,3,3,1,0,43,985,20,4,36,173,4,1,6,15,8,5,1,1,1,23,13,8,4,1,1,2,1,8,128,4,5,16,72,3,6,26,42,16,6,82,28,96,28,35,89,61,303,73,25,1,0,584,9,3,109,134,394,78,15,3,511,9,50,0,4,0,1,0,6,3,2,0,1,0.460555555555
155,102099916530784_1221887041218727,0.286530467754,7958,1489,18,121,54,434,15,21,21,65,36,167,14,26,0,108,40,27,19,46,6,17,52,10,229,10,425,247,87,77,9,121,13,40,232,240,15,10,232,31,25,2,1,89,1523,5,4,35,167,17,1,3,56,0,5,8,2,0,13,11,10,13,3,0,2,4,15,18,4,2,42,26,2,108,4,4,3,4,14,15,16,15,32,9,45,21,191,228,1,1,258,8,2,348,163,219,45,6,2,66,24,4,3,5,7,3,0,1,1,6,0,2,0.201946969697
156,102099916530784_1223157191091712,0.341827209351,11785,3461,2,28,68,16,15,8,105,177,4,80,29,14,0,6,1,4,2,4,0,14,6,0,4,6,177,45,34,18,1,0,2,9,63,0,2,2,3,6,6,0,1,17,225,6,2,46,0,5,1,5,23,0,2,1,1,0,3,10,10,5,4,0,4,0,8,4,8,2,1,11,31,6,5,20,1,19,39,15,19,15,6,8,11,8,75,32,0,0,103,1,5,139,873,114,18,16,2,59,10,1,0,4,6,2,0,0,0,4,0,1,0.0
157,102099916530784_1224039557670142,0.262356347572,7577,1606,62,35,47,127,17,13,40,13,86,109,17,4,7,25,31,22,35,274,4,10,8,27,156,14,289,364,87,213,34,6,9,8,123,6,12,8,6,10,22,0,4,60,439,17,10,40,35,28,5,0,41,64,2,10,0,0,4,3,23,15,5,2,3,0,13,62,32,9,8,9,2,25,7,11,10,9,12,17,4,17,17,1,17,13,363,94,3,2,47,1,1,221,213,50,15,7,0,25,3,1,23,30,2,4,0,2,0,82,3,43,0.0
