	Salary	Title	Company	Location
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
4	$6,250 - $10,833 a month		UniversityofTexasatAustin	Austin, TX
